query_id Q0 doc_id rank BM25_score system_name
2 Q0 CACM-2863.txt 3 14.320009 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3129.txt 4 14.143093 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1379.txt 5 11.997858 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1977.txt 6 11.880098 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3144.txt 7 11.353678 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1519.txt 8 11.1511345 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1264.txt 9 10.491536 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3202.txt 10 10.481346 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1931.txt 11 10.27763 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2177.txt 12 9.785915 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1046.txt 13 9.7735 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2194.txt 14 9.540077 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1674.txt 15 9.526963 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1010.txt 16 9.412723 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2439.txt 17 9.391002 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1272.txt 18 9.290117 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0282.txt 19 9.083852 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3171.txt 20 9.061058 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1593.txt 21 8.758002 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2250.txt 22 8.697823 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2572.txt 23 8.697347 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2939.txt 24 8.68359 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0616.txt 25 8.5996 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1652.txt 26 8.5685005 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1553.txt 27 8.5512 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2039.txt 28 8.526452 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2215.txt 29 8.43501 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1764.txt 30 8.434422 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1012.txt 31 8.428415 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1975.txt 32 8.358377 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2786.txt 33 8.327528 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1364.txt 34 8.313505 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1867.txt 35 8.309257 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3117.txt 36 8.209325 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2905.txt 37 8.17976 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1877.txt 38 8.137016 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2852.txt 39 8.095523 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2342.txt 40 8.040645 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0242.txt 41 7.993566 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2047.txt 42 7.9449673 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1154.txt 43 7.9439716 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1343.txt 44 7.904733 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1259.txt 45 7.8947825 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1334.txt 46 7.886022 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2714.txt 47 7.6218166 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1062.txt 48 7.6152678 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2900.txt 49 7.5958343 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1574.txt 50 7.5675287 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1397.txt 51 7.542798 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2771.txt 52 7.510007 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2980.txt 53 7.493563 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2002.txt 54 7.4528627 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0047.txt 55 7.3711658 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2486.txt 56 7.2836394 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0626.txt 57 7.268593 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1846.txt 58 7.2670135 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2304.txt 59 7.252055 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1486.txt 60 7.232372 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0531.txt 61 7.2189107 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1638.txt 62 7.2145944 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1464.txt 63 7.1710243 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1309.txt 64 7.091558 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1861.txt 65 7.0400786 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2924.txt 66 6.9874983 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1821.txt 67 6.972644 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3136.txt 68 6.911048 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2519.txt 69 6.8805375 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2352.txt 70 6.8747244 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2451.txt 71 6.8598666 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3201.txt 72 6.8517613 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1924.txt 73 6.8251114 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2368.txt 74 6.8191032 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1705.txt 75 6.7997 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1183.txt 76 6.7908983 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2392.txt 77 6.7722316 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1214.txt 78 6.770382 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1930.txt 79 6.7434764 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1651.txt 80 6.732503 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2916.txt 81 6.7265673 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1634.txt 82 6.7236004 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2986.txt 83 6.716614 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1676.txt 84 6.6914215 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-2899.txt 85 6.6711893 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1564.txt 86 6.642884 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3180.txt 87 6.638585 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0597.txt 88 6.5998664 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1886.txt 89 6.5948725 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3110.txt 90 6.5918717 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0397.txt 91 6.575718 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-3056.txt 92 6.5619564 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1215.txt 93 6.5594883 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1391.txt 94 6.5444574 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1527.txt 95 6.539649 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1625.txt 96 6.516094 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1197.txt 97 6.4753113 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0847.txt 98 6.4664145 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-0204.txt 99 6.4555597 BM25_CASEFOLD_1GRAM 
2 Q0 CACM-1014.txt 100 6.45537 BM25_CASEFOLD_1GRAM 

3 Q0 CACM-1988.txt 1 11.943777 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2112.txt 2 10.763882 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2061.txt 3 10.131285 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2411.txt 4 9.901593 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1496.txt 5 9.480558 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0205.txt 6 9.211997 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0265.txt 7 9.189764 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1154.txt 8 8.961912 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2921.txt 9 8.795851 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1723.txt 10 8.789762 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2939.txt 11 8.742713 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1304.txt 12 8.570887 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0252.txt 13 8.565365 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2579.txt 14 8.556043 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0799.txt 15 8.512474 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2666.txt 16 8.484354 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3115.txt 17 8.477883 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1386.txt 18 8.441782 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1787.txt 19 8.296156 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2886.txt 20 8.236611 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0637.txt 21 8.229119 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1387.txt 22 8.1726465 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3099.txt 23 8.050825 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3102.txt 24 8.049647 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0661.txt 25 7.807503 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3144.txt 26 7.7659235 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1788.txt 27 7.7069016 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2867.txt 28 7.6959066 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1565.txt 29 7.683543 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3030.txt 30 7.621601 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1134.txt 31 7.5237727 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2684.txt 32 7.518289 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3093.txt 33 7.427324 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1533.txt 34 7.387348 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1852.txt 35 7.362428 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0303.txt 36 7.3327756 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2732.txt 37 7.2645054 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1223.txt 38 7.2333612 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1457.txt 39 7.1651964 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1807.txt 40 7.163346 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1835.txt 41 7.1138783 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2254.txt 42 7.093288 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3171.txt 43 7.0749116 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2603.txt 44 7.0275936 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0062.txt 45 6.9881525 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1402.txt 46 6.987678 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1947.txt 47 6.936612 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1746.txt 48 6.9025693 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3130.txt 49 6.894867 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1350.txt 50 6.8717823 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3105.txt 51 6.865573 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1976.txt 52 6.8398366 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1521.txt 53 6.810804 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1484.txt 54 6.7557573 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1029.txt 55 6.748805 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2316.txt 56 6.7271013 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3124.txt 57 6.717409 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2551.txt 58 6.70409 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2652.txt 59 6.7025266 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1098.txt 60 6.606025 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1611.txt 61 6.603164 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2534.txt 62 6.51727 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1783.txt 63 6.5160117 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2138.txt 64 6.508674 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1366.txt 65 6.5058618 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2658.txt 66 6.4864426 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2929.txt 67 6.4749794 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1572.txt 68 6.43962 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2111.txt 69 6.4292345 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1007.txt 70 6.397829 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2718.txt 71 6.393162 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2295.txt 72 6.377298 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2873.txt 73 6.3607674 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0077.txt 74 6.3338976 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1313.txt 75 6.3338976 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1678.txt 76 6.3243914 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2558.txt 77 6.288252 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2317.txt 78 6.272278 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0464.txt 79 6.254783 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1135.txt 80 6.244039 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1392.txt 81 6.237089 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2136.txt 82 6.2135167 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0070.txt 83 6.18987 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1459.txt 84 6.1822295 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0051.txt 85 6.1745014 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2587.txt 86 6.1745014 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2179.txt 87 6.155964 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2470.txt 88 6.088611 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-0929.txt 89 6.0778003 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2066.txt 90 6.0229297 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2659.txt 91 5.974046 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1309.txt 92 5.97112 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2705.txt 93 5.96621 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2746.txt 94 5.966164 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2990.txt 95 5.9621778 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-3077.txt 96 5.9587507 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2424.txt 97 5.9559197 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-2572.txt 98 5.9437976 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1062.txt 99 5.9251475 BM25_CASEFOLD_1GRAM 
3 Q0 CACM-1456.txt 100 5.9175587 BM25_CASEFOLD_1GRAM 

4 Q0 CACM-2377.txt 1 39.51011 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2342.txt 2 35.246883 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-3128.txt 3 34.509544 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-3043.txt 4 33.402866 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-3141.txt 5 32.529995 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2939.txt 6 31.08039 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2905.txt 7 30.463606 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2438.txt 8 30.252237 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-1135.txt 9 29.882036 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2900.txt 10 29.082184 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2895.txt 11 29.04753 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2848.txt 12 28.294518 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2931.txt 13 27.621397 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2314.txt 14 27.582186 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2439.txt 15 26.824076 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2060.txt 16 26.672012 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-1323.txt 17 26.40779 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-3049.txt 18 26.279755 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2969.txt 19 26.220797 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-3103.txt 20 25.956114 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-3105.txt 21 25.871534 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-1458.txt 22 25.54259 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-0616.txt 23 25.514992 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-1145.txt 24 25.506348 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2519.txt 25 25.306063 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2721.txt 26 25.102556 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-3056.txt 27 24.981071 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-1846.txt 28 24.967419 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-2851.txt 29 24.966648 BM25_CASEFOLD_1GRAM 
4 Q0 CACM-3148.txt 30 24.293242 BM25_CASEFOLD_1GRAM 
